sms,label,Spam/NonSpam,Word_length,preprocessed_text
"Haha awesome, I've been to 4u a couple times. Who all's coming?
",0,Non Spam,12,haha awesom ive coupl time
"Cold. Dont be sad dear
",0,Non Spam,5,cold dont sad dear
"Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
",0,Non Spam,20,hour roommat stock trip
"Is that on the telly? No its Brdget Jones!
",0,Non Spam,9,telli brdget jone
"Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
",0,Non Spam,26,bore inev thought bore someth excit ha happen anyth =
"Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
",0,Non Spam,10,hmmbad newshyp park plaza <cur><number> studio takenonli left <number> bedrm<cur><number>
"Sorry, I'll call later in meeting
",0,Non Spam,6,sorri ill meet
"R ü comin back for dinner?
",0,Non Spam,6,comin dinner
"I hav almost reached. Call, i m unable to connect u.
",0,Non Spam,11,hav reach unabl connect
"Whom you waited for yesterday
",0,Non Spam,5,wait yesterday
"I reach home safe n sound liao...
",0,Non Spam,7,reach safe sound liao
"Velly good, yes please!
",0,Non Spam,4,velli good ye pleas
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do
",0,Non Spam,18,wkend journey terribl wk good huge log mark
"I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
",0,Non Spam,23,letter copi ha messag speak
"Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
",0,Non Spam,25,alex guy sell mid south tampa dont set befor <number>
"Dont you have message offer
",0,Non Spam,5,dont messag offer
"Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
",1,Spam,26,mobil mth updat free orang latest colour camera mobil unlimit weekend mobil upd freefon <phone> stoptx
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.
",0,Non Spam,14,hey babe doin wot <number> nite love anni
"Remind me how to get there and I shall do so
",0,Non Spam,11,remind
":-( that's not v romantic!
",0,Non Spam,5,romant
"Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
",0,Non Spam,17,damn thi christma thing decid thi mp doesnt work
"You have 1 new message. Please call 08718738034.
",1,Spam,8,<number> messag pleas <phone>
"HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
",0,Non Spam,30,darlin missin hope good time time jess
"<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
",1,Spam,30,<forward <number>>hi thi mailbox messag alert <number> messag <number> match pleas <phone> retriev messag match
"Draw va?i dont think so:)
",0,Non Spam,5,draw vai dont
"Dont pick up d call when something important is There to tell. Hrishi
",0,Non Spam,13,dont pick someth import hrishi
"Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?
",0,Non Spam,15,nothin mind buy hanger lor laptop heavi
"&lt;#&gt; , that's all? Guess that's easy enough
",0,Non Spam,8,<> guess easi
"We can make a baby in yo tho
",0,Non Spam,8,babi yo tho
"Should I tell my friend not to come round til like  &lt;#&gt; ish?
",0,Non Spam,13,friend round <> ish
"Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
",0,Non Spam,29,friendship poem dear dear hear dont fear live cheer tear alway dear gud
"Still in the area of the restaurant. Ill try to come back soon
",0,Non Spam,13,area restaur ill tri
"Aight that'll work, thanks
",0,Non Spam,4,aight thatll work
"Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow
",1,Spam,30,mobi pub quizwin <cur><number> high street prize duchess cornwal txt <number>unsub <cur><number> <phone> arrow
"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?
",0,Non Spam,14,<number> sleep bag <number> blanket paper phone anyth els
"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
",1,Spam,28,nokia thi win free auction send nokia <number> hgsuiteland rowwjhl <number>+
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.
",1,Spam,26,congratul good friend <cur><number> xma prize <number> claim easi <phone> onli minut btnationalr
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..
",1,Spam,15,<email> game thedailydraw dear helen dozen free game great prizeswith
"So what do you guys do.
",0,Non Spam,6,guy
"Also that chat was awesome but don't make it regular unless you can see her in person
",0,Non Spam,17,chat awesom dont regular person
"That's significant but dont worry.
",0,Non Spam,5,signific dont worri
"That's cause your old. I live to be high.
",0,Non Spam,9,caus live high
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........
",0,Non Spam,26,waqt pehl naseeb zyada kisi kuch nahi miltazindgi nahi jo hum socht hai zindgi hai jo ham jeetey hai
"On the way to office da..
",0,Non Spam,6,offic
"In which place do you want da.
",0,Non Spam,7,place
"This pain couldn't have come at a worse time.
",0,Non Spam,9,thi pain wors time
"Should I be stalking u?
",0,Non Spam,5,stalk
"Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
",0,Non Spam,18,sorri dude dont forgot dan remind sorri hope guy fun
"Ok lor.
",0,Non Spam,2,lor
"Apps class varaya elaya.
",0,Non Spam,4,app class varaya elaya
"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm
",1,Spam,27,urgent mobil number <cur><number> bonu caller prize <number><number><number> thi attempt reach <phone> asap box nqp ppm
"That day you asked about anand number. Why:-)
",0,Non Spam,8,day anand number whi
"Am surfing online store. For offers do you want to buy any thing.
",0,Non Spam,13,surf onlin store offer buy ani thing
"Long beach lor. Expected... U having dinner now?
",0,Non Spam,8,long beach lor expect dinner
"At home by the way
",0,Non Spam,5,
"We are both fine. Thanks
",0,Non Spam,5,fine
"What happen to her tell the truth
",0,Non Spam,7,happen truth
"Do you like Italian food?
",0,Non Spam,5,italian food
"Which is weird because I know I had it at one point
",0,Non Spam,12,weird becaus point
"""Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!""
",0,Non Spam,15,aww nearli deadwel jez iscom todo workand whilltak forev
"Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
",0,Non Spam,13,friend plan valentin day <url>
"Alright, see you in a bit
",0,Non Spam,6,alright bit
"Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.
",0,Non Spam,20,cheer messag zogtoriu ive stare phone age decid text
"I will take care of financial problem.i will help:)
",0,Non Spam,9,care financi problemi
"Tell dear what happen to you. Why you talking to me like an alian
",0,Non Spam,14,dear happen whi talk alian
"Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
",1,Spam,24,doubl min txt orang <number><number> price linerent motorola sonyericsson btooth freenokia free mobileupd <phone> oroptouthvd
"Hi this is yijue, can i meet u at 11 tmr?
",0,Non Spam,11,thi yiju meet <number> tmr
"Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
",0,Non Spam,12,posibl dnt live <> centuri frwd thnk differ
"But i dint slept in afternoon.
",0,Non Spam,6,dint slept afternoon
"That seems unnecessarily affectionate
",0,Non Spam,4,unnecessarili affection
"Yar else i'll thk of all sorts of funny things.
",0,Non Spam,10,yar els ill thk sort funni thing
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 
",1,Spam,24,download mani rington restrict <number> choos send <number> buddi txt sir <number> <cur><number>
"Thats cool. How was your day?
",0,Non Spam,6,cool day
"Please CALL 08712402902 immediately as there is an urgent message waiting for you.
",1,Spam,13,pleas <phone> immedi urgent messag wait
"R we going with the  &lt;#&gt;  bus?
",0,Non Spam,7,<>
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*
",0,Non Spam,62,love day alright sweet send jolt heart remind love hear scream sea hear ahmad hallaq love possess passion kiss
"No..he joined today itself.
",0,Non Spam,4,nohe join today
"Okay same with me. Well thanks for the clarification
",0,Non Spam,9,clarif
"I'll talk to the others and probably just come early tomorrow then
",0,Non Spam,12,ill talk probabl earli tomorrow
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic
",1,Spam,28,spook mob halloween collect logo pic messag plu free eeri tone txt card spook <number> zed logop
"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.
",0,Non Spam,24,money issu weigh breath easier ill dont regret
"Hi. I'm sorry i missed your call. Can you pls call back.
",0,Non Spam,12,sorri
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088
",1,Spam,30,fantasi footbal sky gamestar sky activ play <cur>k dream team score start saturday regist nowski opt <number>
"Ok then no need to tell me anything i am going to sleep good night
",0,Non Spam,15,anyth sleep good night
"Ok try to do week end course in coimbatore.
",0,Non Spam,9,tri week cours coimbator
"Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
",1,Spam,32,tone club ha expir <number> resub repli monoc <number> mono polyc <number> poli <number> weekli week txt <number> thi msg free stream <number>
"V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
",0,Non Spam,24,nice <number> sheffield tom <number> air opinion categori <number> <number> measur ethnic censu busi transcrib
"If you r @ home then come down within 5 min
",0,Non Spam,11,<number> min
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8
",0,Non Spam,96,boy love gal propsd didnt mind gv lv lttr frnd threw thm boy decid <number> aproach gal time truck speed gal wn <number> hit girld boy hell save hw fast boy repli boost secret energi instantli girl shout energi thi live happili gthr drink boost evrydi moral stori hv free msgsd gud
"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut? 
",0,Non Spam,24,day cut hair paragon hair sens noe hair cut
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho
",0,Non Spam,15,hmm mani unfortun pic obvious hot cake kinda fun tho
"Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
",0,Non Spam,20,watch lor funni bluff <number> wat izzit becaus thk imposs
"XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
",1,Spam,28,xma prize draw tri contact today draw <cur><number> prize guarante <phone> land valid onli
"Dunno lei he neva say...
",0,Non Spam,5,dunno lei neva
"Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
",0,Non Spam,20,<number> day goodmat rite sari asusual<number> cheer love franyxxxxx
"I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
",0,Non Spam,18,chang batt <number> watch shop bit lor
"YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
",1,Spam,22,ye onli place town meet excit adult singl txt chat <number> pmsg
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com
",0,Non Spam,28,mobil <> ha contact list <url> great place send free peopl visit fullonsmscom
